Context,Actual,Response
[SOC][User]i'm looking for christ's college[slots]christ 's college[Bot]Christ's College is located in the centre on Saint Andrew's Street and has no admission fees. What else can I help with?[slots]no admission fees centre Christ 's College Saint Andrew 's Street[User]May I have the postcode ?[slots][EOC],[Bot]The postcode is CB23BU. Is there anything else I do for you?,[SOR][Bot]The post code is cb23bu. Can I help with anything else?
[SOC][User]May I have the postcode ?[slots][Bot]The postcode is CB23BU. Is there anything else I do for you?[slots]CB23BU[User]i am also looking for a 4 star place to stay with free wifi[slots]4[EOC],"[Bot]There are several to choose from, do you know what area of town you would like to be?","[SOR][Bot]Not a problem. You can find The Place at 62 Gilbert Road, cb23bu. The phone number is 01223316297."
"[SOC][User]i am also looking for a 4 star place to stay with free wifi[slots]4[Bot]There are several to choose from, do you know what area of town you would like to be?[slots]several[User]I don't care where but I would also like free parking. Oh, and i would prefer a guesthouse. [slots]guesthouse[EOC]","[Bot]There are quite a few guesthouse, do you have a preference as to how much you'd like to pay?","[SOR][Bot]Okay, there are 5 places that meet that criteria. Do you have a price range?"
"[SOC][User]I don't care where but I would also like free parking. Oh, and i would prefer a guesthouse. [slots]guesthouse[Bot]There are quite a few guesthouse, do you have a preference as to how much you'd like to pay?[slots]guesthouse quite a few[User]Anything that's cheap?[slots]cheap[EOC]",[Bot]How about the autumn house?  It's cheap and has a four star rating.,[SOR][Bot]I found 3 hotels matching those parameters. Do you have any other criteria? 
[SOC][User]Anything that's cheap?[slots]cheap[Bot]How about the autumn house?  It's cheap and has a four star rating.[slots]autumn house four cheap[User]That sounds great. Could I get the phone number please?[slots][EOC],[Bot]The phone number is 01223575122.,"[SOR][Bot]Their number is 01223575122.  The address is 517a coldham lane, and postcode is cb13js.  Can I help you with anything else?"
[SOC][User]That sounds great. Could I get the phone number please?[slots][Bot]The phone number is 01223575122.[slots]01223575122[User]I need to book a room for friday for 4 people 5 nights[slots]5 friday 4[EOC],"[Bot]Booked! Reference number is : GT087GTU.
","[SOR][Bot]I have here booked you a room at Leverton House beginning on Friday, for 4 days 5 nights. The reference number is ZIB8VLQ5."
"[SOC][User]I need to book a room for friday for 4 people 5 nights[slots]5 friday 4[Bot]Booked! Reference number is : GT087GTU.
[slots]GT087GTU[User]I did not tell you when I want to stay.I want it from Friday on. [slots][EOC]","[Bot]Yes, I understood you to say for friday for 4 people 5 nights is that correct? Is there anything else I can help you with today?",[SOR][Bot]Alright I was able to book you for Friday fro two days and two guests starting Friday. Your Reference number is GHYYGU78. Is there anything else I can help you with today?
"[SOC][User]I did not tell you when I want to stay.I want it from Friday on. [slots][Bot]Yes, I understood you to say for friday for 4 people 5 nights is that correct? Is there anything else I can help you with today?[slots]4 5 friday[User]Ok, thank you that will be all for today.[slots][EOC]",[Bot]Okay. Please let us know if we can help you with anything else.  ,[SOR][Bot]You're welcome. Have a nice day.
"[SOC][User]Hello, I need a train on Wednesday arriving at 14:30.[slots]wednesday 14:30[Bot]Ok, I can help you with that. Where will you be departing from?[slots][User]I am departing from Cambridge and going to Leicester and I need to arrive by 14:30.[slots]leicester cambridge[EOC]",[Bot]TR2176 leaves at 09:21. can i book for you?,[SOR][Bot]The TR6692 train departs at 7:21 and will arrive in Leicester by 8:06. Would you like me to book that for you?
[SOC][User]I am departing from Cambridge and going to Leicester and I need to arrive by 14:30.[slots]leicester cambridge[Bot]TR2176 leaves at 09:21. can i book for you?[slots]09:21 TR2176[User]please make a booking for 3 people. Make sure you get the reference number[slots]3[EOC],"[Bot]Booking was successful, the total fee is 113.4 GBP payable at the station . Reference number is : FHU6LGXD. is there anything else i could help you with?",[SOR][Bot]I managed to book 3 tickets for you on TR2658. The fee will be 37.80 payable at the station. Your Reference number is : ZF6N2EMU.
"[SOC][User]please make a booking for 3 people. Make sure you get the reference number[slots]3[Bot]Booking was successful, the total fee is 113.4 GBP payable at the station . Reference number is : FHU6LGXD. is there anything else i could help you with?[slots]FHU6LGXD 113.4 GBP[User]I'm looking for some information about a and b guest house.[slots]a and b guest house[EOC]","[Bot]It is located in the east, is moderately priced, and has a 4 star rating.  It has free internet.  It's located at 124 Tenison Road.",[SOR][Bot]I found the A & B guest house on 124 tenison road. Would you like me to book it for you?
"[SOC][User]I'm looking for some information about a and b guest house.[slots]a and b guest house[Bot]It is located in the east, is moderately priced, and has a 4 star rating.  It has free internet.  It's located at 124 Tenison Road.[slots]124 Tenison Road 4 moderately priced east[User]Thank you. Can I also get the phone number?[slots][EOC]",[Bot]Sure. Their phone number is 01223315702. Anything more I can help with?,[SOR][Bot]Yes. The phone number is 01223315702.
"[SOC][User]Thank you. Can I also get the phone number?[slots][Bot]Sure. Their phone number is 01223315702. Anything more I can help with?[slots]01223315702[User]No, that is all I need for now.[slots][EOC]",[Bot]It's been my pleasure. Goodbye,[SOR][Bot]Thank you for letting us help you today!
"[SOC][User]Yes, I am looking for a hotel by the name of the Autumn House. Can you tell me about it?[slots]autumn house[Bot]Yes, the Autumn house is on the East part of time, the prices are cheap and it's four stars.  Is there anything else you'd like to know?[slots]East part of time Autumn hose cheap four[User]No, I just want to book it for 2 people for 5 nights starting Wednesday.[slots]5 wednesday 2[EOC]",[Bot]You are booked into autumn house. The reference number is E4QFTBQT. May I help with anything else?,[SOR][Bot]You are all set.  Your reference number is  VMGMFRQ9.  Is there anything else I can help you with? 
"[SOC][User]No, I just want to book it for 2 people for 5 nights starting Wednesday.[slots]5 wednesday 2[Bot]You are booked into autumn house. The reference number is E4QFTBQT. May I help with anything else?[slots]autumn house E4QFTBQT[User]Thank you very much, can you also give some recommendations for places to go for college students?[slots]college[EOC]",[Bot]churchill college located in the west is a nice place. Would you like more info? ,[SOR][Bot]Great. There are 13 colleges in town. Might I suggest Corpus Christi? Admission is free.
"[SOC][User]Thank you very much, can you also give some recommendations for places to go for college students?[slots]college[Bot]churchill college located in the west is a nice place. Would you like more info? [slots]churchill college west[User]Just confirming it's in the west part of town?[slots][EOC]",[Bot]Churchill College is located on Stoney's Way on the west side of town. Can I help you with anything else today?,"[SOR][Bot]No, I apologize.  The only part of town we have is the entrance fee.  Is there anything else I can help you with today?"
[SOC][User]Just confirming it's in the west part of town?[slots][Bot]Churchill College is located on Stoney's Way on the west side of town. Can I help you with anything else today?[slots]Stoney 's Way west side of town Churchill College[User]Can you also book a taxi for me?[slots][EOC],[Bot]Sure where are you going to and when?,[SOR][Bot]Absolutely! What time and day would you like to leave and arrive?
[SOC][User]Can you also book a taxi for me?[slots][Bot]Sure where are you going to and when?[slots][User]I'm leaving the college to the hotel by 24:45.[slots]24:45[EOC],[Bot]Your taxi has been reserved. It is a white skoda and you can contact it at 07059964954.,[SOR][Bot]A red Honda will pick you up and the contact number will be 076106186521. Is there anything else I can help with?
"[SOC][User]I'm leaving the college to the hotel by 24:45.[slots]24:45[Bot]Your taxi has been reserved. It is a white skoda and you can contact it at 07059964954.[slots]07059964954 white skoda[User]Thanks so much, I guess that's all i need! good bye.[slots][EOC]",[Bot]Thank you for using our system! Have fun!,[SOR][Bot]My pleasure. Enjoy the rest of your day!
"[SOC][User]I would like to book a taxi to Royal Standard, leaving after 03:30[slots]03:30 royal standard[Bot]Okay and what will your destination be?[slots][User] I will be going to the Royal standard, leaving from the Tenpin.[slots]tenpin[EOC]",[Bot]Great! Look for a grey volkswagen. The contact number is 07183817206. May I help with anything else?,[SOR][Bot]I have a yellow Lexus picking you up at the tenpin. They will be here to assist you. Their contact number is 07835990498. Is there anything else I can help you with today?
"[SOC][User] I will be going to the Royal standard, leaving from the Tenpin.[slots]tenpin[Bot]Great! Look for a grey volkswagen. The contact number is 07183817206. May I help with anything else?[slots]grey volkswagen 07183817206[User]No, that'll be it. Thank you.[slots][EOC]","[Bot]No problem, thanks for contacting us.",[SOR][Bot]Thank you for using our service today! Goodbye!
[SOC][User]I am looking for information in Cambridge.[slots][Bot]Well you've come to the right place. What sort of information can I help you find?[slots][User]A business partner told me about King's College and I was wondering if you could tell me a little about it. [slots]king 's college[EOC],[Bot]King's College is a great place to visit. It is located in the centre and has no entrance fee.,[SOR][Bot]It is located on King's Parade in the centre. Their phone number is 01223336265 and their address is King's Parade.
[SOC][User]A business partner told me about King's College and I was wondering if you could tell me a little about it. [slots]king 's college[Bot]King's College is a great place to visit. It is located in the centre and has no entrance fee.[slots]centre no entrance fee King 's College[User]Could you tell me their phone number?[slots][EOC],"[Bot]Sure, their phone number is 01223331100. Is there anything else I can help you with?",[SOR][Bot]Yes their phone number is 01223334860. Is there anything else I can help you with today?
"[SOC][User]Could you tell me their phone number?[slots][Bot]Sure, their phone number is 01223331100. Is there anything else I can help you with?[slots]01223331100[User]yes, i'm looking for a train from birmingham new street[slots]birmingham new street[EOC]",[Bot]On what day could you like to travel?,[SOR][Bot]What day and time were you looking to travel on? And where would you like to travel to?
"[SOC][User]yes, i'm looking for a train from birmingham new street[slots]birmingham new street[Bot]On what day could you like to travel?[slots][User]I'd like to travel on Sunday, to Cambridge and leave after 15:30.[slots]cambridge sunday 15:30[EOC]",[Bot]The TR6856 departs at 15:40 and arrives at 18:23. Would you like me to book that?,[SOR][Bot]There is a train leaving at 16:40 and arriving at 17:23. Would you like me to book it?
"[SOC][User]I'd like to travel on Sunday, to Cambridge and leave after 15:30.[slots]cambridge sunday 15:30[Bot]The TR6856 departs at 15:40 and arrives at 18:23. Would you like me to book that?[slots]TR6856 18:23 15:40[User]Yes, that would be helpful if you could book it!  Can you make a booking for 7 people please?  I'll need the reference number also.[slots]7[EOC]","[Bot]You are all set, the reference number is YORG2CDA, can I assist with anything else?","[SOR][Bot]Booking was successful, the total fee is 151.19 GBP payable at the station.
Reference number is : RRX3JV0Z."
"[SOC][User]Yes, that would be helpful if you could book it!  Can you make a booking for 7 people please?  I'll need the reference number also.[slots]7[Bot]You are all set, the reference number is YORG2CDA, can I assist with anything else?[slots]YORG2CDA[User]No that will be all. Thank you![slots][EOC]",[Bot]Have a great time here at Cambridge. Good bye for now.,[SOR][Bot]Thank you for choosing to stay with us. Enjoy your stay in Cambridge. Have our citywide dinner experience. Goodbye.
"[SOC][User]I am looking for the gardenia restaurant a friend told me to try.[slots]the gardenia[Bot]Your friend has good taste.  It is located at 2 Rose Crescent City Centre, postcode cb23ll.[slots]2 Rose Crescent City Centre cb23ll[User]I'd like to book a table for 7 people on Monday at 15:15 please.  [slots]15:15 monday 7[EOC]",[Bot]No problem! I've booked you a reservation at the gardenia for Monday at 15:15 for 7 people. The reference number is 3B3402QR. Is there anything else?,[SOR][Bot]Okay your booking was successful. The table will be reserved for 15 minutes. The reference number is FH9ETRMR. Is there anything else I can help you with?
"[SOC][User]I'd like to book a table for 7 people on Monday at 15:15 please.  [slots]15:15 monday 7[Bot]No problem! I've booked you a reservation at the gardenia for Monday at 15:15 for 7 people. The reference number is 3B3402QR. Is there anything else?[slots]15:15 7 Monday the gardenia 3B3402QR[User]Thank you. Can you help me find a place to go, maybe something to do with architecture?[slots]architecture[EOC]","[Bot]Absolutely. There are five in the centre, four churches and one old school. Would you like more information on any of those?",[SOR][Bot]There are no architecture attractions in the centre of town. Is there something else other?
"[SOC][User]Thank you. Can you help me find a place to go, maybe something to do with architecture?[slots]architecture[Bot]Absolutely. There are five in the centre, four churches and one old school. Would you like more information on any of those?[slots]churches old school four one[User]I would like the post code for the old school[slots][EOC]","[Bot]The postal for old schools is cb21tt, can I help with anything else?",[SOR][Bot]It is cb23ar. There is no information on entrance fee information for the old school.
"[SOC][User]I would like the post code for the old school[slots][Bot]The postal for old schools is cb21tt, can I help with anything else?[slots]cb21tt old schools[User]That's all for today! Thank you so much, goodbye![slots][EOC]","[Bot]You are welcome, have a great day.",[SOR][Bot]You're welcome. Enjoy your day. 
"[SOC][User]Can you book a taxi for 13:45 from the royal spice.[slots]13:45 13:45 royal spice[Bot]Okay, What is your destination?[slots][User]I'm going to kirkwood house.[slots]kirkwood house[EOC]","[Bot]Your car is a grey volvo, contact number is 07541606356.","[SOR][Bot]Certainly, will you be heading to kirkwood house, or to trickling boats?"
"[SOC][User]I'm going to kirkwood house.[slots]kirkwood house[Bot]Your car is a grey volvo, contact number is 07541606356.[slots]grey volvo 07541606356[User]Thank you very much![slots][EOC]",[Bot]Of course.  I'm glad we could help.,[SOR][Bot]You are welcome. Have a great day.
[SOC][User]I'm looking for a hotel called rosa's bed and breakfast?[slots]rosa 's bed and breakfast[Bot]rosa's bed and breakfast	is a cheap 4 star guesthouse located in the south at 53 roseford road.  free internet and parking.[slots]south rosa 's bed and breakfast 53 roseford road cheap guesthouse 4[User]I'd like to book it for 6 people and 3 nights starting from thursday. Can you do that for me and provide me with a reference number please?[slots]3 thursday 6[EOC],[Bot]Your reservation number is L4FIU0QG. Is there anything else I may help you with?,[SOR][Bot]Booking was successful. Reference number is AJHSE94H. Can I help you with anything else?
"[SOC][User]I'd like to book it for 6 people and 3 nights starting from thursday. Can you do that for me and provide me with a reference number please?[slots]3 thursday 6[Bot]Your reservation number is L4FIU0QG. Is there anything else I may help you with?[slots]L4FIU0QG[User]Suddenly I'm hungry, could you find me a fancy expensive restaurant in the centre area?[slots]expensive centre[EOC]","[Bot]There are a lot of possibilities, what type of food are you suddenly hungry for?  ","[SOR][Bot]Sure, there are 33. What type of food do you want?"
"[SOC][User]Suddenly I'm hungry, could you find me a fancy expensive restaurant in the centre area?[slots]expensive centre[Bot]There are a lot of possibilities, what type of food are you suddenly hungry for?  [slots][User]British?  My favorite.[slots]british[EOC]",[Bot]Fitzbillies Restaurant meets your criteria. ,"[SOR][Bot]I need to clarify, what area were you wanting to dine in?"
"[SOC][User]British?  My favorite.[slots]british[Bot]Fitzbillies Restaurant meets your criteria. [slots]Fitzbillies Restaurant[User]OK, can you reserve a table for the six of us?[slots]6[EOC]",[Bot]Would you like this reservation be for Thursday?  ,"[SOR][Bot]Of course, for what day and time would you like The reference number?"
"[SOC][User]OK, can you reserve a table for the six of us?[slots]6[Bot]Would you like this reservation be for Thursday?  [slots]Thursday[User]Yes please, at about 14:00. We'll be starving after a our long trip. [slots]14:00[EOC]",[Bot]Your table has been booking. Reference number ELQBJP3R. Is there anything else I can help you with?,"[SOR][Bot]I'm sorry, but that table is booked.  How about Saturday at 15:00, for 6 people?"
"[SOC][User]Yes please, at about 14:00. We'll be starving after a our long trip. [slots]14:00[Bot]Your table has been booking. Reference number ELQBJP3R. Is there anything else I can help you with?[slots]ELQBJP3R[User]I think that will take care of it.  Thank you very much.[slots][EOC]",[Bot]May I book you  taxi or anything else?,[SOR][Bot]You're welcome! Have a good day!
"[SOC][User]I think that will take care of it.  Thank you very much.[slots][Bot]May I book you  taxi or anything else?[slots][User]No that is all, thank you.[slots][EOC]","[Bot]Okay, have a great trip!",[SOR][Bot]you are welcome. have a nice day
"[SOC][User]Hello, I am looking for a restaurant called meze bar.[slots]meze bar[Bot]sure, what would you like to know about it?[slots][User]Well, I was interested in booking a table for Thursday.  Coul you help me with that? [slots][EOC]","[Bot]Definitely! What time do you want to eat, and how many will be in your party?","[SOR][Bot]Yes, I could help with that. Before we book the table, can you confirm if you need more time?"
"[SOC][User]Well, I was interested in booking a table for Thursday.  Coul you help me with that? [slots][Bot]Definitely! What time do you want to eat, and how many will be in your party?[slots][User]There will be 6 of us and we would like to eat at 18:30 if possible.[slots]18:30 6[EOC]",[Bot]Today at 18:30 for 6 at Meze. Is that correct?,"[SOR][Bot]Okay. sir, your reference number is 6X3CZOn, and the table will be reserved for 15 minutes."
[SOC][User]There will be 6 of us and we would like to eat at 18:30 if possible.[slots]18:30 6[Bot]Today at 18:30 for 6 at Meze. Is that correct?[slots]Meze 6 18:30 Today[User]yes on thursday[slots]thursday[EOC],[Bot]Booking was successful. The table will be reserved for 15 minutes. Your reference number is FVVICA5M. Will that be all?,"[SOR][Bot]Okay, booking was successful reference number O6UL35L4[User]Thank you for your help.[slots][EOC][SOR][Bot]Is there anything else I can help you with?"
[SOC][User]yes on thursday[slots]thursday[Bot]Booking was successful. The table will be reserved for 15 minutes. Your reference number is FVVICA5M. Will that be all?[slots]FVVICA5M[User]I will also need train tickets.[slots][EOC],[Bot]Where is your destination? ,[SOR][Bot]What location are you going to?
[SOC][User]I will also need train tickets.[slots][Bot]Where is your destination? [slots][User]I would like to go to Cambridge. [slots]cambridge[EOC],[Bot]Where will you be departing from?,[SOR][Bot]What day will you be traveling and what time are you traveling?
[SOC][User]I would like to go to Cambridge. [slots]cambridge[Bot]Where will you be departing from?[slots][User]leaving bishops stortford and I'll need the departure time too please[slots]bishops stortford[EOC],[Bot]how about TR2061? it leaves at 05:29,[SOR][Bot]Ok great I have 10 trains that fit your criteria.  How many seats would you like to book?
[SOC][User]leaving bishops stortford and I'll need the departure time too please[slots]bishops stortford[Bot]how about TR2061? it leaves at 05:29[slots]TR2061 05:29[User]That sounds good. It leaves on thursday right?[slots]thursday[EOC],[Bot]I found the TR0798 which leaves on thursday and arrives at 10:07 giving you plenty of time to get into town for your reservation. Would you like to book tickets?,"[SOR][Bot]It does, can I book that for you?"
"[SOC][User]That sounds good. It leaves on thursday right?[slots]thursday[Bot]I found the TR0798 which leaves on thursday and arrives at 10:07 giving you plenty of time to get into town for your reservation. Would you like to book tickets?[slots]10:07 thursday TR0798[User]No booking for now, I just need the departure time.  [slots][EOC]",[Bot]The departure time is 9:29. Is there anything else I can do for you today?,[SOR][Bot]The trip lasts only 17 minutes. 
"[SOC][User]No booking for now, I just need the departure time.  [slots][Bot]The departure time is 9:29. Is there anything else I can do for you today?[slots]9:29[User]No, I think I've covered it all.[slots][EOC]",[Bot]OK. If you do think of anything else you need just let me know.,[SOR][Bot]Thank you for contacting the Cambridge TownInfo centre.  Have a great day!
[SOC][User]Hi! Are there any asian oriental restaurants in the center of town?[slots]asian oriental[Bot]I have 4 different options for you. Did you prefer a certain price range?[slots]4[User]Something moderately priced would be great. [slots]moderate[EOC],[Bot]The yippee noodle bar is an asian oriental restraunt in the town centre with a moderate price. Would you like to make a booking?,"[SOR][Bot]Okay, I'd recommend Yippee Noodle Bar, would you like to make a reservation?"
[SOC][User]Something moderately priced would be great. [slots]moderate[Bot]The yippee noodle bar is an asian oriental restraunt in the town centre with a moderate price. Would you like to make a booking?[slots]yippee noodle bar moderate the town centre asian oriental[User]Yes I need a table for 4 on Saturday.[slots][EOC],[Bot]What time shall we make that booking for?,[SOR][Bot]Is there anything else I can do for you today?
[SOC][User]Yes I need a table for 4 on Saturday.[slots][Bot]What time shall we make that booking for?[slots][User]16:30 please. [slots]16:30[EOC],"[Bot]Okay, I successfully booked that table for you at 1630 for your party. Please arrive on time, as the table is only reserved for 15 minutes.Your reference number is LSAY2YOX.",[SOR][Bot]Booking was successful that saturday at 16:30 for 4. Your reference number is VC8PS3DS. Is there anything else I can help you with?
"[SOC][User]16:30 please. [slots]16:30[Bot]Okay, I successfully booked that table for you at 1630 for your party. Please arrive on time, as the table is only reserved for 15 minutes.Your reference number is LSAY2YOX.[slots]1630 LSAY2YOX[User]Thank you. I think that's everything I need.[slots][EOC]",[Bot]You're welcome! Have a nice day.,[SOR][Bot]You're very welcome! Have a great day. 
"[SOC][User]Hello, I am looking for information on a train.[slots][Bot]I can help you with that. Where are you headed?[slots][User]I'm headed to Cambridge from the Stansted Airport.  Can you find information for Thursday please?  [slots]cambridge thursday stansted airport[EOC]",[Bot]I found 19 trains what time do you want to leave the airport? ,"[SOR][Bot]I have three options, 8 trains that are departing Stansted Airport the full time. Do you have a preferred time?"
[SOC][User]I'm headed to Cambridge from the Stansted Airport.  Can you find information for Thursday please?  [slots]cambridge thursday stansted airport[Bot]I found 19 trains what time do you want to leave the airport? [slots]19[User]I need to arrive in Cambridge by 14:45 so I will need to leave in time to get there by then.[slots]cambridge 14:45[EOC],[Bot]There is a train that leaves at 5:24.,[SOR][Bot]The latest train out there will arrive by 13:52.  Would you like me to book that for you?
"[SOC][User]I need to arrive in Cambridge by 14:45 so I will need to leave in time to get there by then.[slots]cambridge 14:45[Bot]There is a train that leaves at 5:24.[slots]5:24[User]That won't work, I need to arrive in Cambridge by 14:45 (2:45pm).[slots]cambridge 14:45[EOC]","[Bot]Since that won't work for you, I can get you on a train that leaves at 13:24 and will arrive by 13:52.  Would you like me to book your seat?",[SOR][Bot]TR4161 departs from Ely at 13:50 and arrives in Cambridge at 14:07. Would you like me to book that for you?
"[SOC][User]That won't work, I need to arrive in Cambridge by 14:45 (2:45pm).[slots]cambridge 14:45[Bot]Since that won't work for you, I can get you on a train that leaves at 13:24 and will arrive by 13:52.  Would you like me to book your seat?[slots]13:52 13:24[User]That would be just fine.  I just need the Train ID for now. I also  need a place to stay.[slots][EOC]","[Bot]Yes, that train ID is: TR3637. Can I assist with a booking?",[SOR][Bot]How about a and b guest house? I can book you on that.
"[SOC][User]That would be just fine.  I just need the Train ID for now. I also  need a place to stay.[slots][Bot]Yes, that train ID is: TR3637. Can I assist with a booking?[slots]TR3637[User]No, I don't need to book it now. Can you help me find an expensive guest house with free parking and wifi?[slots]expensive[EOC]","[Bot]Sorry, I don't see any listings that match your search. Would you like to change price range or type?","[SOR][Bot]The Ashley Hotel is in the East, in the expensive price range. Would you like me to book a room for you?"
"[SOC][User]No, I don't need to book it now. Can you help me find an expensive guest house with free parking and wifi?[slots]expensive[Bot]Sorry, I don't see any listings that match your search. Would you like to change price range or type?[slots][User]Are there any in the moderate price range?[slots]moderate[EOC]",[Bot]The Acorn Guest House is in the moderate range.,[SOR][Bot]There are 11 by then.  There is acorn guest house in the north.  Would you like me to book it for you?
"[SOC][User]Are there any in the moderate price range?[slots]moderate[Bot]The Acorn Guest House is in the moderate range.[slots]Acorn Guest House moderate[User]Alright tell me the star rating, phone number, and postcode for that location[slots][EOC]",[Bot]Acorn Guest House is a 4 star establishment located at 154 chesterton road with postcode cb41da and phone number 01223353888. Can i assist you any further? ,[SOR][Bot]Absolutely! It is a 4 star place! They're located at 154 Chesterton Road. 
"[SOC][User]Alright tell me the star rating, phone number, and postcode for that location[slots][Bot]Acorn Guest House is a 4 star establishment located at 154 chesterton road with postcode cb41da and phone number 01223353888. Can i assist you any further? [slots]Acorn Guest House cb41da 154 chesterton road 4 01223353888[User]I would like to book a room at that hotel. Can you go ahead and book that for me.[slots][EOC]",[Bot]Sure. I need a little information first. How many guests will this be for?,[SOR][Bot]What day would you like the room for?
"[SOC][User]I would like to book a room at that hotel. Can you go ahead and book that for me.[slots][Bot]Sure. I need a little information first. How many guests will this be for?[slots][User]Actually I don't need a reservation. Could you just give me the star rating, phone and postcode?[slots][EOC]","[Bot]Sure, the Acorn House is a lovely 4 star phone is 01223353888 and postcode is cb41da, anything else?",[SOR][Bot]All Saints Church is a lovely place and has a 4-star rating. Their postcode is cb58bs. Would you like me to make a booking for you?
"[SOC][User]Actually I don't need a reservation. Could you just give me the star rating, phone and postcode?[slots][Bot]Sure, the Acorn House is a lovely 4 star phone is 01223353888 and postcode is cb41da, anything else?[slots]4 cb41da 01223353888 the Acorn House[User]That's all I need for today.  Thanks for your help![slots][EOC]","[Bot]Thanks, that is all for today!",[SOR][Bot]You are welcome.  Have a nice day.  Bye.
"[SOC][User]Can you find me a museum to visit?[slots]museum[Bot]Found several museum, do you want  museum with free entrance?[slots]free entrance museum museum several[User]I really need one in the east.[slots]east[EOC]",[Bot]There are four. How about Cambridge Artworks? It's located at 5 greens Road and has free entrance.,[SOR][Bot]I haven't found a museum nearby. Or is there something else I can search for you?
[SOC][User]I really need one in the east.[slots]east[Bot]There are four. How about Cambridge Artworks? It's located at 5 greens Road and has free entrance.[slots]free 5 greens Road Cambridge Artworks four[User]What is the phone number?[slots][EOC],[Bot]Sure! The phone number is 01223902168. Do you need a taxi or directions to the museum?,"[SOR][Bot]Sure, on 01223902168. Can I help you with anything else?"
[SOC][User]What is the phone number?[slots][Bot]Sure! The phone number is 01223902168. Do you need a taxi or directions to the museum?[slots]01223902168[User]Do you have a train that arrive's at 11:00 on Saturday that departs from bishops stortford?[slots]saturday 11:00 bishops stortford[EOC],"[Bot]I have one arriving at 10:07,would that be okay?","[SOR][Bot]TR2628 arrives at 8:07	and if 13:07 is not cutting it for you, could I ask you to book one of two trains for that time?"
"[SOC][User]Do you have a train that arrive's at 11:00 on Saturday that departs from bishops stortford?[slots]saturday 11:00 bishops stortford[Bot]I have one arriving at 10:07,would that be okay?[slots]10:07[User]That'd be fine. I want it to arrive at cambridge on time. Can you book it for 3 people? [slots]cambridge 3[EOC]",[Bot]Sure thing your reference number is SIN65PG9,"[SOR][Bot]Booked TR0836 3.58 pounds address bishops stortford, cambridge	destination saint barnabas press gallery	departure	day	leaveAt	arriveBy	price	duration	book
(optional"
"[SOC][User]That'd be fine. I want it to arrive at cambridge on time. Can you book it for 3 people? [slots]cambridge 3[Bot]Sure thing your reference number is SIN65PG9[slots]SIN65PG9[User]Thank you, that's all I needed![slots][EOC]",[Bot]Enjoy your visit.  Please give me a call if you need any more help during your visit.,[SOR][Bot]You're quite welcome! Have a wonderful day! Goodbye!
[SOC][User]I need help locating a place to go.  Can you help?[slots][Bot]Of course. What type of place?[slots][User]I am looking for entertainment in the centre of town.[slots]entertainment[EOC],[Bot]I hear the funky fun house is awesome. ,[SOR][Bot]The only entertainment attraction in the centre is Castle Galleries. 
[SOC][User]I am looking for entertainment in the centre of town.[slots]entertainment[Bot]I hear the funky fun house is awesome. [slots]funky fun house[User]Can I get the address. What is so funky about it?[slots][EOC],[Bot]It's a really fun house with lots of interesting things to do in it. ,"[SOR][Bot]the funky fun house is at 8 mercers row industrial estate cb13ef,. phone there 01223304705"
[SOC][User]Can I get the address. What is so funky about it?[slots][Bot]It's a really fun house with lots of interesting things to do in it. [slots][User]Interesting. Is it a museum?[slots][EOC],"[Bot]Actually, for reasons that aren't clear to me, there are no entertainment attractions in the centre of Cambridge in our listings. ",[SOR][Bot]It is. Would you like me to make a reservation in order to make you feel welcome?
"[SOC][User]Interesting. Is it a museum?[slots][Bot]Actually, for reasons that aren't clear to me, there are no entertainment attractions in the centre of Cambridge in our listings. [slots]centre entertainment[User]Okay. How about a museum instead?[slots]museum[EOC]","[Bot]I recommend the regency gallery, they have nice things.   Would you like more information?","[SOR][Bot]There are 11 museums in the city including broughton house gallery, castle galleries, and primavera. Would you like more information about any of those?"
"[SOC][User]Okay. How about a museum instead?[slots]museum[Bot]I recommend the regency gallery, they have nice things.   Would you like more information?[slots]regency gallery[User]Yeah, I see them on the map but I need their entrance fee.  [slots][EOC]",[Bot]It is free admission for the Regency Gallery. Anything else for you today?,[SOR][Bot]Sure!! That is free admission. 
"[SOC][User]Yeah, I see them on the map but I need their entrance fee.  [slots][Bot]It is free admission for the Regency Gallery. Anything else for you today?[slots]Regency Gallery free[User]I need a train as well. [slots][EOC]",[Bot]Okay! From where to where?,[SOR][Bot]What day will you be needing the tickets and time?
[SOC][User]I need a train as well. [slots][Bot]Okay! From where to where?[slots][User]I'll be departing from cambridge and going to birmingham new street.[slots]birmingham new street cambridge[EOC],[Bot]There are 133 trains departing from cambridge to birmingham new street. To help narrow it down what day are you travelling and what time do you want to depart?,"[SOR][Bot]I see a train that leaves at 5:01 and arrives at 07:44, which places would you like to go or would you rather go through another time?"
"[SOC][User]I'll be departing from cambridge and going to birmingham new street.[slots]birmingham new street cambridge[Bot]There are 133 trains departing from cambridge to birmingham new street. To help narrow it down what day are you travelling and what time do you want to depart?[slots]cambridge 133 birmingham new street[User]Thank you, the train should arrive at 13:45 and leave on Monday.[slots]monday 13:45[EOC]",[Bot]I have train TR9195 leaving at 5:01 and arriving 7:44. ,[SOR][Bot]On weeknights the TR5034 leaves at 5:01 and arrives at 5:44. Would that work for you?
