Context,Actual,Response
[SOC][User]I want to arrive by 19:00. I don't mind when I depart.[dialog_acts]Train-Inform[Bot]The TR5009 fits your criteria. It arrives at 8:24. Would you like to book tickets?[dialog_acts]Train-Inform Train-OfferBook[User]No thanks .  I need the departure time and the ticket price.[dialog_acts]Train-Request[EOC],[Bot]I will look that up for you.,[SOR][Bot]Departing at 8:24 would help me get this right.
[SOC][User]No thanks .  I need the departure time and the ticket price.[dialog_acts]Train-Request[Bot]I will look that up for you.[dialog_acts][User]Thank you for your time and help with this.[dialog_acts]general-thank[EOC],[Bot]Departure Time is 7:34 and the cost is $16.50 pounds for TR 5009.,[SOR][Bot]Thank you for using our service. Good bye 
"[SOC][User]Hello there, I am traveling to Cambridge soon and I am looking for a play to stay in the north side of town.[dialog_acts]Hotel-Inform[Bot]There are 13 places to stay.  Do you have any other requirements outside of the north area?[dialog_acts]Hotel-Inform[User]Yes, i need a 4 star hotel that also includes free wifi. [dialog_acts]Hotel-Inform[EOC]",[Bot]How about the acorn guest house at 154 chesterton road?,[SOR][Bot]I have one option in the cheaper price range on the north side of town. It's called the alpha-milton guest house. Would you like me to book that for you?
"[SOC][User]Yes, i need a 4 star hotel that also includes free wifi. [dialog_acts]Hotel-Inform[Bot]How about the acorn guest house at 154 chesterton road?[dialog_acts]Hotel-Inform[User]That sounds good.  Do they have free parking?[dialog_acts]Hotel-Request[EOC]","[Bot]Yes, they have free parking as well. Would you like me to book it for you?",[SOR][Bot]Yes it has free parking.
"[SOC][User]That sounds good.  Do they have free parking?[dialog_acts]Hotel-Request[Bot]Yes, they have free parking as well. Would you like me to book it for you?[dialog_acts]Booking-Inform Hotel-Inform[User]Great, can I get their phone number please? And I also wanted to see if you have any info on the Mumford Theatre.[dialog_acts]Hotel-Request Attraction-Inform[EOC]","[Bot]Yes, the phone number there is 01223353888. What sort of information would you like on Mumford Theatre? ","[SOR][Bot]Absolutely! it's located at anglia ruskin enterprise, east road. "
"[SOC][User]Great, can I get their phone number please? And I also wanted to see if you have any info on the Mumford Theatre.[dialog_acts]Hotel-Request Attraction-Inform[Bot]Yes, the phone number there is 01223353888. What sort of information would you like on Mumford Theatre? [dialog_acts]Hotel-Inform general-reqmore Attraction-Inform[User]I need to know where they are located and if they have an entrance fee please.[dialog_acts]Attraction-Request[EOC]","[Bot]It is located at anglia ruskin enterprise, east road and I'm not sure if there are any fees. You will need to call them.",[SOR][Bot]They have free entrance.
"[SOC][User]I need to know where they are located and if they have an entrance fee please.[dialog_acts]Attraction-Request[Bot]It is located at anglia ruskin enterprise, east road and I'm not sure if there are any fees. You will need to call them.[dialog_acts]Attraction-Inform[User]Okay, thanks.  I also need a taxi to commute between these two places.  I want to leave the hotel by 11:45.[dialog_acts]Taxi-Inform[EOC]","[Bot]Booking completed!
Booked car type	:	yellow bmw
Contact number	:	07546378894
",[SOR][Bot]Where will you be coming from and at what time?
"[SOC][User]Okay, thanks.  I also need a taxi to commute between these two places.  I want to leave the hotel by 11:45.[dialog_acts]Taxi-Inform[Bot]Booking completed!
Booked car type	:	yellow bmw
Contact number	:	07546378894
[dialog_acts]Taxi-Inform[User]Hey, what part of town is the Mumford in again?[dialog_acts][EOC]",[Bot]Mumford Theatre is located in the city centre.,[SOR][Bot]Its in the centre area when you here.  Would you like me to book a taxi for you?
[SOC][User]I need a train on Thursday. Find me one that leaves after 14:00[dialog_acts]Train-Inform[Bot]Where are you going and coming from?[dialog_acts]Train-Request[User]I'll be leaving cambridge and arriving at bishops stortford.[dialog_acts]Train-Inform[EOC],[Bot]May I suggest TR7759 leaving Cambridge at 15:29 and arriving at Bishops Stortford at 16:07 on Thursday.,"[SOR][Bot]We have 5 different trains that can suit your needs.  The first train leaves at 15:29 and arrives by 16:07, the last 14 depart at 20:29, 23:29, and 24:29."
[SOC][User]I'll be leaving cambridge and arriving at bishops stortford.[dialog_acts]Train-Inform[Bot]May I suggest TR7759 leaving Cambridge at 15:29 and arriving at Bishops Stortford at 16:07 on Thursday.[dialog_acts]Train-Inform[User]That sounds like a winner. Book it please for 1 person.[dialog_acts]Train-Inform[EOC],"[Bot]Alright, the booking was successful, the total fee is 10.1 GBP payable at the station. Your reference number is: PR07IP3C. Anything else I can get you?","[SOR][Bot]Booking was successful, the total fee is 10.1 GBP payable at the station.
Reference number is : 22QJTTT7. Is there anything else?"
"[SOC][User]That sounds like a winner. Book it please for 1 person.[dialog_acts]Train-Inform[Bot]Alright, the booking was successful, the total fee is 10.1 GBP payable at the station. Your reference number is: PR07IP3C. Anything else I can get you?[dialog_acts]general-reqmore Train-OfferBooked[User]I'm looking for information about pizza express Fen Ditton[dialog_acts]Restaurant-Inform[EOC]","[Bot]Yes they are a moderately priced italian place in the centre of town, would you care for more information or a booking?",[SOR][Bot]The Fen Ditton is a great restaurant in the centre of town.  It's located at 30 Bridge Street City Centre. Would you like to make a booking?
"[SOC][User]I'm looking for information about pizza express Fen Ditton[dialog_acts]Restaurant-Inform[Bot]Yes they are a moderately priced italian place in the centre of town, would you care for more information or a booking?[dialog_acts]Booking-Inform general-reqmore Restaurant-Inform[User]Could I get more information, including the address, postcode, and area?[dialog_acts]Restaurant-Request[EOC]",[Bot]The address is Jesus Lane Fen Ditton.   Postal code cb58ba.  And it is located in the centre of town.,"[SOR][Bot]They are in the Centre, cb23pp. The address is Cambridge Retail Park Newmarket Road Fen Ditton. The postcode is cb58pa. Would you like any preference?"
"[SOC][User]Could I get more information, including the address, postcode, and area?[dialog_acts]Restaurant-Request[Bot]The address is Jesus Lane Fen Ditton.   Postal code cb58ba.  And it is located in the centre of town.[dialog_acts]Restaurant-Inform[User]Can you reserve it for me?[dialog_acts][EOC]","[Bot]I can. Can you tell me the day, time, and number of people?",[SOR][Bot]You're all set now.  Can I help you with anything else?
"[SOC][User]Can you reserve it for me?[dialog_acts][Bot]I can. Can you tell me the day, time, and number of people?[dialog_acts]Booking-Request[User]That will be all for now. Thanks for all your help! Goodbye[dialog_acts]general-thank[EOC]",[Bot]Thank you! Please contact if anymore assistance is required.,[SOR][Bot]Thank you for using our system today.
[SOC][User]Are there any colleges in town I could go to? I would appreciate your help.[dialog_acts]Attraction-Inform[Bot]Yes may I ask what area you are looking for it to be in?[dialog_acts]Attraction-Request[User]I don't care what area it's in. Can you recommend a good one?[dialog_acts][EOC],"[Bot]Sure, I think you should check out Clare College. Would you like information about visiting?",[SOR][Bot]Do you have preference for what area the college is in?
"[SOC][User]I don't care what area it's in. Can you recommend a good one?[dialog_acts][Bot]Sure, I think you should check out Clare College. Would you like information about visiting?[dialog_acts]Attraction-Recommend general-reqmore[User]Yes. I want the phone number please.[dialog_acts]Attraction-Request[EOC]",[Bot]The phone number to clare college is 01223333200. Is there anything else i can help you with?,[SOR][Bot]Phone is 01223332400.  Also it's free admission!
[SOC][User]Yes. I want the phone number please.[dialog_acts]Attraction-Request[Bot]The phone number to clare college is 01223333200. Is there anything else i can help you with?[dialog_acts]general-reqmore Attraction-Inform[User]I would also like to book a table at the restaurant Ask for 8 people on Tuesday at 18:00.[dialog_acts]Restaurant-Inform[EOC],[Bot]What area of town would you like to eat in?,"[SOR][Bot]Before we get to the reservation, can I confirm you're not planning on eating there?"
[SOC][User]I would also like to book a table at the restaurant Ask for 8 people on Tuesday at 18:00.[dialog_acts]Restaurant-Inform[Bot]What area of town would you like to eat in?[dialog_acts]Restaurant-Request[User]any side. book for 8 people at 18:00 on teusday[dialog_acts]Restaurant-Inform[EOC],[Bot]You're all booked. Reference number is ISIBYOUI. Can I help you with anything else?,[SOR][Bot]Ok I have booked you at Ask at 18:00 leaving at 16:00 for Thursday at Ask. Would you like any more information?
[SOC][User]any side. book for 8 people at 18:00 on teusday[dialog_acts]Restaurant-Inform[Bot]You're all booked. Reference number is ISIBYOUI. Can I help you with anything else?[dialog_acts]general-reqmore Booking-Book[User]No that would be it thanks.[dialog_acts]general-thank[EOC],[Bot]thank you for contacting us and enjoy your stay in Cambridge!,[SOR][Bot]Bye! Have a great day!
"[SOC][User]I am looking for a restaurant called loch fyne[dialog_acts]Restaurant-Inform[Bot]That is a nice seafood restaurant located on Trumpington Street.  Can I reserve a table for you?[dialog_acts]Booking-Inform Restaurant-Inform[User]Can you tell me a little more about the place? I need to know what type of food they serve, price range and where it's located. [dialog_acts]Restaurant-Request[EOC]",[Bot]It is an expensive restaurant. They serve seafood and they are located at The Little Rose 37 Trumpington Street.,"[SOR][Bot]I'm afraid they serve italian cuisine, am I wrong?  And I doubt you could appreciate me serving Italian food on Trumpington Street!"
"[SOC][User]Can you tell me a little more about the place? I need to know what type of food they serve, price range and where it's located. [dialog_acts]Restaurant-Request[Bot]It is an expensive restaurant. They serve seafood and they are located at The Little Rose 37 Trumpington Street.[dialog_acts]Restaurant-Inform[User]Great. I also need to know about a hotel called the Hamilton lodge. [dialog_acts]Hotel-Inform[EOC]",[Bot]Hamilton lodge is a guesthouse located in the north part of town is moderately priced and has a 3 star rating. Would you like me to book it?,[SOR][Bot]The Hamilton Lodge is a moderately priced 4 star guesthouse. It's located in the north. Would you like me to book you a room?
[SOC][User]Great. I also need to know about a hotel called the Hamilton lodge. [dialog_acts]Hotel-Inform[Bot]Hamilton lodge is a guesthouse located in the north part of town is moderately priced and has a 3 star rating. Would you like me to book it?[dialog_acts]Booking-Inform Hotel-Inform[User]Yes please. I need 2 night stay starting from Friday for 3 people. [dialog_acts]Hotel-Inform[EOC],[Bot]Unsuccessful book. Would like to add or delete a day?,"[SOR][Bot]I am unable to book that, would like to go back and try with something else. "
[SOC][User]Yes please. I need 2 night stay starting from Friday for 3 people. [dialog_acts]Hotel-Inform[Bot]Unsuccessful book. Would like to add or delete a day?[dialog_acts]Booking-NoBook Booking-Request[User]I really want to stay there so can I get it for one night?[dialog_acts]Hotel-Inform[EOC],[Bot]I reserved you one night. The reference is K8JUOP9V. Do you need any more assistance?  ,"[SOR][Bot]I am sorry but no rooms, sorry.  Were you able to alter the price?"
"[SOC][User]I really want to stay there so can I get it for one night?[dialog_acts]Hotel-Inform[Bot]I reserved you one night. The reference is K8JUOP9V. Do you need any more assistance?  [dialog_acts]general-reqmore Booking-Book[User]No, thank you.  You have been of great help.[dialog_acts]general-thank[EOC]","[Bot]Good bye, thank you",[SOR][Bot]You're welcome. Is there anything else I can help you with?
"[SOC][User]I am looking for suggestions for a cheaper restaurant in the center of town.[dialog_acts]Restaurant-Inform[Bot]I have several listings available for you to choose from, is there any preference on the type of  food they serve for you?[dialog_acts]Restaurant-Request Restaurant-Inform[User]Not really. Just get me a table for  3 on Tuesday at 17:00[dialog_acts][EOC]",[Bot]Would you like me to book you a table at Dojo Noodle Bar at 40210 Millers Yard City Centre for Tuesday at 17:00 for 3 people?,[SOR][Bot]You are all set joining Varsity Restaurant and The Varsity Brasserie for Tuesday at 17:00 for 3! Reference number is 3KB4GI99S.
"[SOC][User]Not really. Just get me a table for  3 on Tuesday at 17:00[dialog_acts][Bot]Would you like me to book you a table at Dojo Noodle Bar at 40210 Millers Yard City Centre for Tuesday at 17:00 for 3 people?[dialog_acts]Booking-Inform Restaurant-Recommend[User]Yes please, if that time doesn't work, we can try for 16:00. [dialog_acts]Restaurant-Inform[EOC]",[Bot]Your booking for 3 at the Dojo Noodle Bar for Tuesday at 16:00. Your reference number is V65S4LW2.,"[SOR][Bot]OK - your table has been booked. The reference number is RFG89UBT, and they will hold the tables for 15 minutes."
"[SOC][User]Yes please, if that time doesn't work, we can try for 16:00. [dialog_acts]Restaurant-Inform[Bot]Your booking for 3 at the Dojo Noodle Bar for Tuesday at 16:00. Your reference number is V65S4LW2.[dialog_acts]Restaurant-Inform Booking-Book[User]I also need a hotel with free parking and free wifi.[dialog_acts]Hotel-Inform[EOC]",[Bot]What area of town and price range would you prefer?,[SOR][Bot]What area of town would you like?
"[SOC][User]I also need a hotel with free parking and free wifi.[dialog_acts]Hotel-Inform[Bot]What area of town and price range would you prefer?[dialog_acts]Hotel-Request[User]I prefer a guesthouse, and I need someplace cheap, please. Area doesn't matter.[dialog_acts]Hotel-Inform[EOC]",[Bot]I have several options here. I would recommend Finches Bed and Breakfast thats located in the west. Would you like more info or would you prefer something different?,"[SOR][Bot]We all come to the Parkside Marriott. Would you like me to book you a room there, though?"
"[SOC][User]I prefer a guesthouse, and I need someplace cheap, please. Area doesn't matter.[dialog_acts]Hotel-Inform[Bot]I have several options here. I would recommend Finches Bed and Breakfast thats located in the west. Would you like more info or would you prefer something different?[dialog_acts]Hotel-Recommend Hotel-Request general-reqmore[User]Could you tell me the star of the hotel?[dialog_acts]Hotel-Inform[EOC]",[Bot]Finches has a 4 star rating. Would you like me to go ahead and book that for you?,[SOR][Bot]The worth house is on the west side.
"[SOC][User]Could you tell me the star of the hotel?[dialog_acts]Hotel-Inform[Bot]Finches has a 4 star rating. Would you like me to go ahead and book that for you?[dialog_acts]Booking-Inform Hotel-Inform[User]No thank you, that is all. [dialog_acts]general-thank[EOC]",[Bot]Thank you for using our service. Is there any further assistance you need?,[SOR][Bot]You're fantastic. Can I help you with anything else?
"[SOC][User]No thank you, that is all. [dialog_acts]general-thank[Bot]Thank you for using our service. Is there any further assistance you need?[dialog_acts]general-reqmore[User]No thanks. That's all I needed. Have a great day![dialog_acts]general-thank[EOC]",[Bot]Have a good day!,[SOR][Bot]You're welcome. Enjoy your trip!
"[SOC][User]I'm writing an article on places in cambridge with no stars. Can you help me find a place to stay that has free wifi?[dialog_acts]Hotel-Inform[Bot]There are three places that meet those specifications: City Centre North B&B, El Shadda and Cityroomz. How else can I help you?[dialog_acts]Hotel-Inform general-reqmore[User]Are any of these hotels in the expensive price range?[dialog_acts]Hotel-Inform Train-Request[EOC]","[Bot]I'm sorry, there aren't any in the expensive range. Cityroomz is in the moderate range, the others are in the cheap range, are you interested in any of those?",[SOR][Bot]They none are meeting your criteria. Would you perhaps shorten your stay?
"[SOC][User]Are any of these hotels in the expensive price range?[dialog_acts]Hotel-Inform Train-Request[Bot]I'm sorry, there aren't any in the expensive range. Cityroomz is in the moderate range, the others are in the cheap range, are you interested in any of those?[dialog_acts][User]Are there any expensive hotels that have 4 stars?[dialog_acts]Hotel-Inform[EOC]","[Bot]Oh yes indeed, 21 in fact! Do you want to visit all of them for your article, or would you like to narrow it down some more?",[SOR][Bot]Yes all three. Shall I book one for you?
"[SOC][User]Are there any expensive hotels that have 4 stars?[dialog_acts]Hotel-Inform[Bot]Oh yes indeed, 21 in fact! Do you want to visit all of them for your article, or would you like to narrow it down some more?[dialog_acts]Hotel-Inform general-reqmore[User]Do any of the locations you have found offer free parking?[dialog_acts]Hotel-Request[EOC]",[Bot]Almost all of them have free parking.,[SOR][Bot]The city centre north b and b includes parking. Its rated 4 stars and has free wifi!
"[SOC][User]Do any of the locations you have found offer free parking?[dialog_acts]Hotel-Request[Bot]Almost all of them have free parking.[dialog_acts]Hotel-Inform[User]Ok, is there one that you would recommend?[dialog_acts][EOC]","[Bot]My apologies, there are only two 4 star hotels in the expensive category, the Huntingdon Marriott Hotel and the University Arms Hotel. The University Arms seems to be popular choice.","[SOR][Bot]The Lensfield Hotel is in the East, moderate price range and internet.  Do you need for me to book for you?"
"[SOC][User]Ok, is there one that you would recommend?[dialog_acts][Bot]My apologies, there are only two 4 star hotels in the expensive category, the Huntingdon Marriott Hotel and the University Arms Hotel. The University Arms seems to be popular choice.[dialog_acts]Hotel-Recommend Hotel-Inform[User]Ok, I also want to find a train from cambridge to peterborough on sunday please i want to be there by 13:00.[dialog_acts]Train-Inform[EOC]","[Bot]Sure, I booked you 1 ticket. The train arrives at 12:56 and departs at 12:06 on Sunday. It comes to 13.20 pounds and the train ID number is TR8517",[SOR][Bot]Where will you be departing from?
"[SOC][User]Ok, I also want to find a train from cambridge to peterborough on sunday please i want to be there by 13:00.[dialog_acts]Train-Inform[Bot]Sure, I booked you 1 ticket. The train arrives at 12:56 and departs at 12:06 on Sunday. It comes to 13.20 pounds and the train ID number is TR8517[dialog_acts]Train-OfferBooked[User]Where is the hotel located?[dialog_acts]Hotel-Inform[EOC]","[Bot]Huntingdon is kingfisher way, hinchinbrook business park and University Arms is Regent street. ","[SOR][Bot]Great! It is in the west near the railway. The address is 62 gilbert road, cb21ms. Will the business of this place be okay?"
"[SOC][User]Where is the hotel located?[dialog_acts]Hotel-Inform[Bot]Huntingdon is kingfisher way, hinchinbrook business park and University Arms is Regent street. [dialog_acts]Hotel-Inform[User]What area of town is the hotel in?[dialog_acts]Hotel-Request[EOC]",[Bot]Huntingdon Marriott Hotel is located in the west part of town and the University Arms Hotel is located in the centre would you like me to book a room at one?,[SOR][Bot]Huntingdon is in the north. Do you want me to reserve a room for you?
[SOC][User]What area of town is the hotel in?[dialog_acts]Hotel-Request[Bot]Huntingdon Marriott Hotel is located in the west part of town and the University Arms Hotel is located in the centre would you like me to book a room at one?[dialog_acts]Booking-Inform Hotel-Inform[User]Does it have free parking?[dialog_acts]Hotel-Request[EOC],[Bot]Both hotels provide free parking. Is there anything else I can help you with? Would you like me to book a room?,"[SOR][Bot]Yes, it does have free parking. "
[SOC][User]Does it have free parking?[dialog_acts]Hotel-Request[Bot]Both hotels provide free parking. Is there anything else I can help you with? Would you like me to book a room?[dialog_acts]Booking-Inform Hotel-Inform general-reqmore[User]That's alright. I can book it later. I'm also looking to book a train.[dialog_acts]Train-Inform[EOC],[Bot]It looks as though your train has already been booked. The train arrives at 12:56 and departs at 12:06 on Sunday. The train ID number is TR8517.,[SOR][Bot]We have about 19 trains. Do you have a time in mind?
"[SOC][User]That's alright. I can book it later. I'm also looking to book a train.[dialog_acts]Train-Inform[Bot]It looks as though your train has already been booked. The train arrives at 12:56 and departs at 12:06 on Sunday. The train ID number is TR8517.[dialog_acts]Train-OfferBooked[User]Thank you, can you please tell me the travel time and confirming the cost is 13.20 pounds? That's all I will need.[dialog_acts]Train-Request[EOC]",[Bot]The price is indeed 13.20 Pounds and the duration of the train ride is 50 minutes. Is there anything else you need?,"[SOR][Bot]Yes, travel time is 60 minutes and car is  Grey volkswagen, arrival time 12:06	"
"[SOC][User]Thank you, can you please tell me the travel time and confirming the cost is 13.20 pounds? That's all I will need.[dialog_acts]Train-Request[Bot]The price is indeed 13.20 Pounds and the duration of the train ride is 50 minutes. Is there anything else you need?[dialog_acts]Train-Inform general-reqmore[User]No, that would be all.  Thank you.[dialog_acts]general-thank[EOC]",[Bot]Let me know if you need anything else.,"[SOR][Bot]Thank you for using our service, Have a pleasant day!"
"[SOC][User]Hi, I was going to visit the centre, and wanted to know if there were any professional or semiprofessional teams playing during my visit.[dialog_acts]Attraction-Inform[Bot]There are no sports places in the centre of town.[dialog_acts]Attraction-NoOffer[User]Okay. Are there any architectural attractions?[dialog_acts]Attraction-Inform[EOC]","[Bot]Yes, there are 5. I can highly recommend All Saints Church, it's beautiful.",[SOR][Bot]There are no architectural attractions in the centre of town. 
"[SOC][User]Okay. Are there any architectural attractions?[dialog_acts]Attraction-Inform[Bot]Yes, there are 5. I can highly recommend All Saints Church, it's beautiful.[dialog_acts]Attraction-Recommend Attraction-Inform[User]The sounds great, can I get their address and postal code?[dialog_acts]Attraction-Request[EOC]",[Bot]The address is jesus lane.,[SOR][Bot]The address is jesus lane and their postcode is cb58bs. Can I help you with anything else today?
"[SOC][User]The sounds great, can I get their address and postal code?[dialog_acts]Attraction-Request[Bot]The address is jesus lane.[dialog_acts]Attraction-Inform[User]what's the postcode?[dialog_acts]Attraction-Request[EOC]",[Bot]The postcode is cb58bs. Is there anything else I can help you with?,[SOR][Bot]Their postal code is cb58ld. Is there anything else I can help you with?
"[SOC][User]what's the postcode?[dialog_acts]Attraction-Request[Bot]The postcode is cb58bs. Is there anything else I can help you with?[dialog_acts]general-reqmore Attraction-Inform[User]I am also looking for the Bloomsbury, a restaurant. [dialog_acts]Restaurant-Inform[EOC]",[Bot]Yes I found bloomsbury restaurant located in the centre.  It serves international food in the moderate price range.  Would you like to book a table?,[SOR][Bot]There is a restaurant called Wagamama. The postcode is cb23dy.
"[SOC][User]I am also looking for the Bloomsbury, a restaurant. [dialog_acts]Restaurant-Inform[Bot]Yes I found bloomsbury restaurant located in the centre.  It serves international food in the moderate price range.  Would you like to book a table?[dialog_acts]Booking-Inform Restaurant-Inform[User]Yes, I sure would.  I'd like to reserve a table on Sunday at 14:00 for 6 people.  Can I get the reference number?[dialog_acts]Restaurant-Inform Restaurant-Request[EOC]",[Bot]I have made the reservations and your reference number is  9F1PDAH6.,[SOR][Bot]Sure - I was able to book you a table for 6. The reference number is 6GHI5H15. Can I help you with anything else today?
"[SOC][User]Yes, I sure would.  I'd like to reserve a table on Sunday at 14:00 for 6 people.  Can I get the reference number?[dialog_acts]Restaurant-Inform Restaurant-Request[Bot]I have made the reservations and your reference number is  9F1PDAH6.[dialog_acts]Booking-Book[User]Thank you that will be all.[dialog_acts]general-thank[EOC]",[Bot]i hope i have been of help to you,[SOR][Bot]goodbye 
"[SOC][User]Thank you that will be all.[dialog_acts]general-thank[Bot]i hope i have been of help to you[dialog_acts]general-reqmore[User]You have been great, thank you.[dialog_acts]general-thank[EOC]",[Bot]Thank you for using the Cambridge TownInfo centre. Goodbye!,[SOR][Bot]Have a nice day.
"[SOC][User]I need a taxi today. I'll want to leave after 05:30[dialog_acts]Taxi-Inform[Bot]I would be happy to help with your request, first I'll need to know where you'll need picked up from.[dialog_acts]Taxi-Request[User]Oh I'm sorry, I need to be picked up at the lensfield hotel, heading to don pasquale pizzeria.[dialog_acts]Taxi-Inform[EOC]",[Bot]I booked your car for you. They will be driving a white Toyota and their contact number is 07910293411.,"[SOR][Bot]Okay. I've got you booked! Look out for a red volkswagen, contact # 075589697617."
"[SOC][User]Oh I'm sorry, I need to be picked up at the lensfield hotel, heading to don pasquale pizzeria.[dialog_acts]Taxi-Inform[Bot]I booked your car for you. They will be driving a white Toyota and their contact number is 07910293411.[dialog_acts]Taxi-Inform[User]Great, thanks for your help![dialog_acts]general-thank[EOC]",[Bot]You're welcome. Have fun!,[SOR][Bot]You're welcome. Have a great day!
"[SOC][User]I am looking for a place to stay. The hotel should have a star of 2 and should be in the moderate price range[dialog_acts]Hotel-Inform[Bot]There are two such hotels in the north area. The first is the ashley hotel and the second is the lovell lodge. Do you have a preference?[dialog_acts]Hotel-Select Hotel-Inform[User]I don't have a preference, actually. Which one do you recommend?[dialog_acts][EOC]","[Bot]They both have internet and parking, so it is really up to you.",[SOR][Bot]I recommend the Allenbell. Would you like me to book it for you?
"[SOC][User]I don't have a preference, actually. Which one do you recommend?[dialog_acts][Bot]They both have internet and parking, so it is really up to you.[dialog_acts]Hotel-Select Hotel-Inform[User]I choose the ashley hotel. What is their address, please?[dialog_acts]Hotel-Inform Hotel-Request[EOC]",[Bot]The number for the Ashley Hotel is 01223350059. Can I book that for you?,[SOR][Bot]They are located at 52 gilbert road and their phone number is 01223327025
"[SOC][User]I choose the ashley hotel. What is their address, please?[dialog_acts]Hotel-Inform Hotel-Request[Bot]The number for the Ashley Hotel is 01223350059. Can I book that for you?[dialog_acts]Booking-Inform Hotel-Inform[User]No, I just need the address.[dialog_acts]Hotel-Request[EOC]",[Bot]That hotel is located at 74 chesterton road.,[SOR][Bot]Sure I do. Its located on 52 gilbert road and it has a 4 star rating. 
"[SOC][User]No, I just need the address.[dialog_acts]Hotel-Request[Bot]That hotel is located at 74 chesterton road.[dialog_acts]Hotel-Inform[User]Ok thank you that is all I needed today.[dialog_acts]general-thank[EOC]",[Bot]You are most welcome!,"[SOR][Bot]OK, is there anything else I can help you with?"
"[SOC][User]Hi.  Have you heard of a hotel called Warkworth House?[dialog_acts]Hotel-Inform[Bot]Yes ma'am. I have the Warkworth House guesthouse on Warkworth Terrace, with is the east section of the city. Can I help book a reservation for you?[dialog_acts]Booking-Inform Hotel-Inform[User]Can I get the price range on it?[dialog_acts]Hotel-Request[EOC]",[Bot]Warkworth House falls in the moderate price range. Would you like me to book a room for you?,[SOR][Bot]They are expensive and they offer free wifi and free parking. 
"[SOC][User]Can I get the price range on it?[dialog_acts]Hotel-Request[Bot]Warkworth House falls in the moderate price range. Would you like me to book a room for you?[dialog_acts]Booking-Inform Hotel-Inform[User]No, that's all the information I'll need for now. Thanks so much![dialog_acts]general-thank[EOC]","[Bot]You're very welcome. Can I find you a restaurant, or help in any other way today?",[SOR][Bot]You're welcome! Have a good day.
"[SOC][User]No, that's all the information I'll need for now. Thanks so much![dialog_acts]general-thank[Bot]You're very welcome. Can I find you a restaurant, or help in any other way today?[dialog_acts]general-reqmore[User]No, but thank you![dialog_acts]general-thank[EOC]",[Bot]Thank you for contacting Cambridge TownInfo Centre. Have a wonderful day!,[SOR][Bot]You're quite welcome.  I hope you have a lovely trip.  Goodbye.
"[SOC][User]I've got a particular restaurant we want to try, but I will need some help with it.[dialog_acts]Restaurant-Inform[Bot]I'd be happy to help, what is the name of the restaurant you want to try?[dialog_acts]Restaurant-Request[User]I'm looking for a pizza hut city centre.[dialog_acts]Restaurant-Inform[EOC]",[Bot]I am familiar with it.  It is on Regent Street.  Do you need a reservation?,[SOR][Bot]I definitely happen to like pizza hut city centre. Did you need transportation?
[SOC][User]I'm looking for a pizza hut city centre.[dialog_acts]Restaurant-Inform[Bot]I am familiar with it.  It is on Regent Street.  Do you need a reservation?[dialog_acts]Booking-Inform Restaurant-Inform[User]Can I get the area of town and the price range pleas?[dialog_acts]Train-Request Restaurant-Request[EOC],[Bot]It is inexpensive and located in the centre of town.,"[SOR][Bot]They are located in the centre at Regent Street City Centre, cb21rt."
[SOC][User]Can I get the area of town and the price range pleas?[dialog_acts]Train-Request Restaurant-Request[Bot]It is inexpensive and located in the centre of town.[dialog_acts]Restaurant-Inform[User]Can you find a train going to Cambridge that leaves after 19:45?[dialog_acts]Train-Inform[EOC],[Bot]of course! do you know where you'll be departing from?,[SOR][Bot]There are 10 trains running both the time and at what time. Do you have a departure or arrival time preference please?
"[SOC][User]Can you find a train going to Cambridge that leaves after 19:45?[dialog_acts]Train-Inform[Bot]of course! do you know where you'll be departing from?[dialog_acts]Train-Request[User]Yes, departing from stevenage on wednesday.  How much will that cost?[dialog_acts]Train-Inform[EOC]",[Bot]The train ticket will cost 12.80 pounds. Can I book that for you?,[SOR][Bot]The cost per ticket for the TR153 is 12.80 pounds. The price for the next train ticket is 37.80 pounds. Is there anything else I can assist you with today?
"[SOC][User]Yes, departing from stevenage on wednesday.  How much will that cost?[dialog_acts]Train-Inform[Bot]The train ticket will cost 12.80 pounds. Can I book that for you?[dialog_acts]Train-Inform Train-OfferBook[User]No, thank you. That's all I need tonight. Thanks.[dialog_acts]general-thank[EOC]",[Bot]You are very welcome.,[SOR][Bot]Thank you and goodbye!
"[SOC][User]No, thank you. That's all I need tonight. Thanks.[dialog_acts]general-thank[Bot]You are very welcome.[dialog_acts]general-welcome[User]Have a great day.  Goodbye.[dialog_acts][EOC]","[Bot]Thanks,  have a great trip.  Goodbye.",[SOR][Bot]Your welcome. Have a lovely day.
"[SOC][User]I would to get a list of places to go in the center of town.[dialog_acts][Bot]The Holy Trinity Church is a great example of architecture, Broughton House Gallery is a good, free museum, and the Cambridge University Botanic Gardens is a lovely park.[dialog_acts]Attraction-Inform[User]Can you provide the address and postcode for all of those suggestions?  Thank you![dialog_acts]Attraction-Request[EOC]","[Bot]all saints church	architecture	centre	01223452587	cb58bs	jesus lane	free
great saint mary's church	architecture	centre	01223350914	cb23pq	market square	2 pounds
holy trinity church	architecture	centre	01223355397	cb23nz	market street	free
little saint mary's church	architecture	centre	01223366202	cb21qy	little saint mary's lane	free
old schools	architecture	centre	01223332320	cb21tt	trinity lane	free","[SOR][Bot]Alpha-Milton Country Park is located at milton country park, milton, CB11JB."
