Context,Actual,Response
[SOC][USER]How do you feel about that restaurant ? [triples]feel IsA company restaurant HasA bathroom restaurant IsA business restaurant IsA magazine restaurant IsA building restaurant HasA seats restaurant IsA establishment feel IsA awareness[SYSTEM] It wasn't all that great . [triples]great SimilarTo large great SimilarTo extraordinary great IsA achiever[USER] What did you dislike the most ? [triples]dislike IsA feeling did FormOf do[EOC],[SOR][SYSTEM] I don't think that they had their act together . They didn't seem well prepared . [EOR],"[SOR][SYSTEM] The quality control problem could cause too much mess of things like the racket, food policy, and payment policy that we wish to resolve someday. I dislike this kind of rackets. [EOR]"
[SOC][USER] What did you dislike the most ? [triples]dislike IsA feeling did FormOf do[SYSTEM] I don't think that they had their act together . They didn't seem well prepared . [triples]don IsA title act IsA drama prepared SimilarTo up prepared SimilarTo spread prepared FormOf prepare act SimilarTo sat don IsA gentleman act IsA performance prepared SimilarTo equipped prepared SimilarTo ready prepared SimilarTo processed act IsA expression act IsA event don IsA head[USER] Did you think that the food was any good ? [triples]food IsA solid good IsA quality good SimilarTo saving good SimilarTo fortunate good SimilarTo hot good IsA advantage good SimilarTo pleasing food IsA not did FormOf do food IsA grocery good SimilarTo redeeming food IsA content food IsA good good SimilarTo complete food IsA fuel good SimilarTo superb good SimilarTo white good SimilarTo nice good SimilarTo solid good SimilarTo satisfactory[EOC],[SOR][SYSTEM] I wasn't all that impressed by the food . [EOR],[SOR][SYSTEM] But I think that it was the food. [EOR]
[SOC][USER] Did you think that the food was any good ? [triples]food IsA solid good IsA quality good SimilarTo saving good SimilarTo fortunate good SimilarTo hot good IsA advantage good SimilarTo pleasing food IsA not did FormOf do food IsA grocery good SimilarTo redeeming food IsA content food IsA good good SimilarTo complete food IsA fuel good SimilarTo superb good SimilarTo white good SimilarTo nice good SimilarTo solid good SimilarTo satisfactory[SYSTEM] I wasn't all that impressed by the food . [triples]food IsA solid food IsA fuel impressed FormOf impress food IsA content food IsA not food IsA good food IsA grocery impressed SimilarTo affected[USER] The service certainly could have been better . [triples]service IsA aid better FormOf good better FormOf well service IsA work better IsA superior better SimilarTo healthier certainly SimilarTo maybe better Causes better service IsA accommodation service IsA company service IsA employment better SimilarTo improved better SimilarTo major better IsA good service IsA activity service IsA tableware service IsA delivery[EOC],[SOR][SYSTEM] The service did not help the situation . [EOR],[SOR][SYSTEM] I'm glad I did. [EOR]
[SOC][USER] The service certainly could have been better . [triples]service IsA aid better FormOf good better FormOf well service IsA work better IsA superior better SimilarTo healthier certainly SimilarTo maybe better Causes better service IsA accommodation service IsA company service IsA employment better SimilarTo improved better SimilarTo major better IsA good service IsA activity service IsA tableware service IsA delivery[SYSTEM] The service did not help the situation . [triples]service IsA aid did FormOf do service IsA work situation IsA state service IsA accommodation service IsA company service IsA employment situation IsA difficulty help IsA book situation IsA condition service IsA activity service IsA tableware service IsA delivery[USER] Is this a restaurant that you want to come back to ? [triples]restaurant HasA bathroom restaurant IsA business restaurant IsA magazine restaurant IsA building restaurant HasA seats restaurant IsA establishment[EOC],[SOR][SYSTEM] I am not interested in trying this restaurant again . [EOR],"[SOR][SYSTEM] Sure, thank you. Sometimes I get nostalgic for the old time, the clothes and the baked things. [EOR]"
[SOC][USER]Let me see your passport . Is London your final destination ? [triples]london IsA city london IsA capital destination IsA goal final IsA match let IsA lease final SimilarTo ultimate let IsA serve[SYSTEM] No . I am a transit passenger going to Sweden . [triples]passenger IsA person going IsA action sweden IsA country going IsA accomplishment going SimilarTo active going FormOf go passenger IsA traveler[USER] How long are you going to stay here ? [triples]long SimilarTo continuing stay IsA strip long SimilarTo daylong long SimilarTo tall going IsA action stay IsA act long SimilarTo abundant long SimilarTo stretch going FormOf go going IsA accomplishment going SimilarTo active long SimilarTo far[EOC],[SOR][SYSTEM] Only one night . [EOR],[SOR][SYSTEM] Me ; at least 15 days. [EOR]
[SOC][USER] How long are you going to stay here ? [triples]long SimilarTo continuing stay IsA strip long SimilarTo daylong long SimilarTo tall going IsA action stay IsA act long SimilarTo abundant long SimilarTo stretch going FormOf go going IsA accomplishment going SimilarTo active long SimilarTo far[SYSTEM] Only one night . [triples]night IsA dark night IsA book[USER] Do you have any dutiable items ? [triples]items FormOf item[EOC],"[SOR][SYSTEM] No , I don't . [EOR]","[SOR][SYSTEM] Yes, how would I buy them? [EOR]"
"[SOC][USER] Do you have any dutiable items ? [triples]items FormOf item[SYSTEM] No , I don't . [triples]don IsA title don IsA gentleman don IsA head[USER] What are these ? [triples]nan[EOC]",[SOR][SYSTEM] They are my personal effects . [EOR],[SOR][SYSTEM] They're all on me. [EOR]
"[SOC][USER]I heard that you finished my home inspection , and I was wondering how it went . [triples]finished SimilarTo fattening inspection IsA examination heard FormOf hear finished SimilarTo up home IsA beginning home IsA residence finished FormOf finish home SimilarTo domicile home IsA institution finished SimilarTo concluded home IsA castle home IsA house heard SimilarTo detected home HasA bedrooms home SimilarTo house finished SimilarTo dressed finished SimilarTo painted home IsA environment home IsA location went FormOf go[SYSTEM] First of all , we need to understand what I was looking for . Do you know what the purpose of an inspection is ? [triples]inspection IsA examination need IsA condition looking FormOf look purpose IsA goal looking IsA search[USER] I am not sure what a home inspection is all about . [triples]sure SimilarTo careful home IsA castle home IsA residence sure SimilarTo steady sure SimilarTo true inspection IsA examination home IsA house home IsA environment home SimilarTo domicile home IsA location sure IsA deodorant home IsA institution sure SimilarTo secure home HasA bedrooms home SimilarTo house home IsA beginning[EOC]","[SOR][SYSTEM] I went there to check for problems with the home , so you aren ’ t surprised when you move in . [EOR]",[SOR][SYSTEM] That is correct. And you apologize for stopping my computer. It wasn't clear. [EOR]
"[SOC][USER] I am not sure what a home inspection is all about . [triples]sure SimilarTo careful home IsA castle home IsA residence sure SimilarTo steady sure SimilarTo true inspection IsA examination home IsA house home IsA environment home SimilarTo domicile home IsA location sure IsA deodorant home IsA institution sure SimilarTo secure home HasA bedrooms home SimilarTo house home IsA beginning[SYSTEM] I went there to check for problems with the home , so you aren ’ t surprised when you move in . [triples]home IsA castle home IsA residence surprised FormOf surprise check IsA performing home IsA house home IsA environment check IsA work check IsA bill home SimilarTo domicile home IsA location problems FormOf problem home IsA institution check IsA inspection check IsA draft home HasA bedrooms home SimilarTo house went FormOf go home IsA beginning[USER] Wouldn ’ t the owners have told me about any problems ? [triples]owners FormOf owner problems FormOf problem told FormOf tell[EOC]","[SOR][SYSTEM] Sellers aren ’ t always truthful , and there might also be problems that they aren ’ t aware of . [EOR]","[SOR][SYSTEM] I was delighted to see them from what they had already told me, but we have to ask if they kept their factory in their control. [EOR]"
"[SOC][USER] Wouldn ’ t the owners have told me about any problems ? [triples]owners FormOf owner problems FormOf problem told FormOf tell[SYSTEM] Sellers aren ’ t always truthful , and there might also be problems that they aren ’ t aware of . [triples]truthful SimilarTo true sellers FormOf seller truthful SimilarTo honest problems FormOf problem[USER] Can I require the owners to fix the problems ? [triples]owners FormOf owner problems FormOf problem fix IsA difficulty[EOC]",[SOR][SYSTEM] You can make the sale of the house contingent on them fixing the problems . [EOR],"[SOR][SYSTEM] No, you ’ re right. Are you sure? [EOR]"
[SOC][USER] Can I require the owners to fix the problems ? [triples]owners FormOf owner problems FormOf problem fix IsA difficulty[SYSTEM] You can make the sale of the house contingent on them fixing the problems . [triples]house SimilarTo home sale IsA occasion house IsA shelter house HasA yard house IsA place house IsA community house HasA bathroom house HasA basement house HasA plumbing house IsA home house HasA rooms house IsA management house IsA audience house IsA family house HasA roof house IsA building house IsA thing sale IsA exchange contingent SimilarTo possible sale IsA selling house HasA windows house HasA floor contingent SimilarTo uncertain house HasA doors house HasA door house HasA wiring house HasA furniture house IsA band house IsA play problems FormOf problem fixing FormOf fix sale IsA agreement contingent IsA gathering house HasA kitchen house IsA structure[USER] What did you find out when you did the inspection of my new home ? [triples]new SimilarTo revolutionary inspection IsA examination home IsA beginning new SimilarTo rising new SimilarTo unused home IsA residence new SimilarTo recent new SimilarTo late home SimilarTo domicile home IsA institution did FormOf do home IsA castle new SimilarTo young home IsA house home HasA bedrooms home SimilarTo house new SimilarTo virgin new SimilarTo other new SimilarTo sunrise home IsA environment new IsA adjective home IsA location new SimilarTo refreshing new SimilarTo fresh[EOC],[SOR][SYSTEM] There were no major problems . One leaky pipe under the sink and two broken roof tiles was all that I found . [EOR],[SOR][SYSTEM] I found out that we have different wiring for tax service. Would you like to rate on these things? [EOR]
"[SOC][USER]Yesterday I had a quarrel with my roommate . I'm really fed up with all this . [triples]quarrel IsA disagreement quarrel IsA arrow yesterday IsA past fed FormOf feed quarrel IsA dispute roommate IsA film yesterday IsA day roommate IsA friend[SYSTEM] Tell me what seems to be the problem . [triples]problem IsA request problem IsA difficulty problem IsA question[USER] My roommate always brings a lot of friends from off-campus . They stay in the room until midnight , singing and talking , drinking and playing cards while I have no place for study . I even don't have the quietness to sleep . [triples]campus IsA grounds room IsA position room HasA walls room IsA space room IsA area friends IsA people room IsA opportunity room IsA interior roommate IsA film room IsA room room IsA gathering campus IsA field room IsA place friends FormOf friend roommate IsA friend[EOC]",[SOR][SYSTEM] Did you ever talk to him about it ? [EOR],"[SOR][SYSTEM] Has the roommate been spying for her right to privacy, does he know who she is trying to harm? [EOR]"
[SOC][USER]What can I do for you today ? [triples]today IsA present today IsA day today IsA newspaper today IsA christmas[SYSTEM] I have a question . [triples]question IsA query question IsA questioning question IsA sentence question IsA subject question IsA single[USER] What do you need to know ? [triples]need IsA condition know IsA knowing[EOC],[SOR][SYSTEM] I need to take the driver's course . How many hours do I need ? [EOR],"[SOR][SYSTEM] I have a medical condition, the brain damage in my brain... [EOR]"
[SOC][USER] What do you need to know ? [triples]need IsA condition know IsA knowing[SYSTEM] I need to take the driver's course . How many hours do I need ? [triples]hours FormOf hour driver IsA wood course IsA series driver IsA operator course IsA facility course IsA direction course IsA layer driver IsA worker need IsA condition driver IsA person course IsA education driver IsA golfer hours IsA album course IsA action[USER] It depends on what you're trying to do with the completion of the course . [triples]completion IsA termination course IsA series course IsA facility course IsA direction trying FormOf try course IsA layer trying SimilarTo difficult course IsA education depends FormOf depend course IsA action[EOC],[SOR][SYSTEM] I need to get my license . [EOR],"[SOR][SYSTEM] If you don't know this beforehand, we can only teach you course work after you have finished. [EOR]"
[SOC][USER] It depends on what you're trying to do with the completion of the course . [triples]completion IsA termination course IsA series course IsA facility course IsA direction trying FormOf try course IsA layer trying SimilarTo difficult course IsA education depends FormOf depend course IsA action[SYSTEM] I need to get my license . [triples]license IsA permission need IsA condition license IsA liberty license IsA authorization license FormOf licence[USER] You're going to need to complete six hours . [triples]hours FormOf hour complete SimilarTo sound need IsA condition complete SimilarTo hearty going IsA action going IsA accomplishment complete SimilarTo blank complete SimilarTo completed complete SimilarTo all complete SimilarTo accomplished complete SimilarTo full complete SimilarTo good complete SimilarTo total going FormOf go going SimilarTo active complete SimilarTo clean hours IsA album complete SimilarTo dead[EOC],[SOR][SYSTEM] How many hours a day can I do ? [EOR],[SOR][SYSTEM] How about your finish speed? Can you ask me a drawing later? [EOR]
[SOC][USER] You're going to need to complete six hours . [triples]hours FormOf hour complete SimilarTo sound need IsA condition complete SimilarTo hearty going IsA action going IsA accomplishment complete SimilarTo blank complete SimilarTo completed complete SimilarTo all complete SimilarTo accomplished complete SimilarTo full complete SimilarTo good complete SimilarTo total going FormOf go going SimilarTo active complete SimilarTo clean hours IsA album complete SimilarTo dead[SYSTEM] How many hours a day can I do ? [triples]hours FormOf hour day IsA opportunity day IsA time hours IsA album[USER] You can do two hours a day for three days . [triples]hours FormOf hour days FormOf day day IsA time day IsA opportunity hours IsA album days IsA life[EOC],[SOR][SYSTEM] That's all I need to do to finish ? [EOR],"[SOR][SYSTEM] Yes, that's easy. [EOR]"
"[SOC][USER] You can do two hours a day for three days . [triples]hours FormOf hour days FormOf day day IsA time day IsA opportunity hours IsA album days IsA life[SYSTEM] That's all I need to do to finish ? [triples]finish IsA happening need IsA condition finish IsA completion finish SimilarTo end finish IsA taste finish IsA end[USER] Yes , that's all you need to do . [triples]need IsA condition yes IsA affirmative yes SimilarTo nod[EOC]",[SOR][SYSTEM] Thanks . I'll get back to you . [EOR],[SOR][SYSTEM] Fill out a purchase order. [EOR]
"[SOC][USER]Would you like your bags to be taken to your room ? [triples]room IsA position room HasA walls room IsA space room IsA area room IsA opportunity room IsA interior taken FormOf take like IsA approval like IsA kind room IsA room taken SimilarTo affected like IsA band room IsA gathering bags FormOf bag bags IsA containers room IsA place[SYSTEM] Yes , please . [triples]yes IsA affirmative yes SimilarTo nod[USER] OK . I'll get the bellman to taka them up . Which bags are yours ? [triples]ok FormOf okay ok IsA magazine ll FormOf will bags FormOf bag bags IsA containers bellman IsA worker[EOC]","[SOR][SYSTEM] My luggage is in the corner over there . They are the leather suitcase , the canvass holdall and the blue backpack . [EOR]",[SOR][SYSTEM] WIKIPEDI go over your bags through the IZ video monitor. [EOR]
"[SOC][USER] OK . I'll get the bellman to taka them up . Which bags are yours ? [triples]ok FormOf okay ok IsA magazine ll FormOf will bags FormOf bag bags IsA containers bellman IsA worker[SYSTEM] My luggage is in the corner over there . They are the leather suitcase , the canvass holdall and the blue backpack . [triples]luggage IsA things leather IsA hide suitcase IsA baggage suitcase IsA box leather IsA material backpack IsA bag[USER] OK . [triples]ok FormOf okay ok IsA magazine[EOC]","[SOR][SYSTEM] Please be careful with the suitcase , it's very heavy . [EOR]","[SOR][SYSTEM] My luggage is in the corner over there. They are the leather suitcase, the canvass holdall and the blue backpack. [EOR]"
"[SOC][USER] OK . [triples]ok FormOf okay ok IsA magazine[SYSTEM] Please be careful with the suitcase , it's very heavy . [triples]careful SimilarTo minute careful SimilarTo close heavy SimilarTo steep heavy IsA actor suitcase IsA box heavy SimilarTo oppressive careful SimilarTo particular heavy SimilarTo massive careful SimilarTo troubled careful SimilarTo protective careful SimilarTo painstaking careful SimilarTo sure heavy SimilarTo wicked heavy SimilarTo big heavy SimilarTo harsh heavy SimilarTo hefty heavy SimilarTo weighty heavy IsA character suitcase IsA baggage heavy SimilarTo thick careful SimilarTo thorough[USER] I'll let the bellboy know . Don't worry , he's very strong . [triples]don IsA title strong SimilarTo reasonable strong SimilarTo alcoholic worry Causes worry strong SimilarTo intense strong SimilarTo fresh strong SimilarTo sound strong SimilarTo stiff bellboy IsA attendant don IsA gentleman know IsA knowing don IsA head[EOC]","[SOR][SYSTEM] And the holdall has some fragile items inside , so please be careful with that too . [EOR]","[SOR][SYSTEM] Okay, leave me here in half an inch of dust jacket. Does it cover my suitcase? [EOR]"
"[SOC][USER]How far do we have to go ? [triples]far SimilarTo right far SimilarTo cold far SimilarTo farther far SimilarTo distant far SimilarTo removed far SimilarTo long far SimilarTo further[SYSTEM] About 50 miles . [triples]50 IsA automobile miles FormOf mile[USER] The traffic is not very heavy on this high way , is it ? So I ’ m sure we ’ ll make it . [triples]traffic IsA collection high IsA degree make IsA software heavy SimilarTo steep high SimilarTo upper heavy IsA actor way IsA journey heavy SimilarTo oppressive way IsA course high SimilarTo broad high SimilarTo soaring high SimilarTo higher way FormOf away heavy SimilarTo massive high SimilarTo overlooking way IsA condition high SimilarTo postgraduate high SimilarTo steep traffic IsA commerce way IsA distance high SimilarTo advanced high SimilarTo alto way IsA category high SimilarTo pinched way IsA share heavy SimilarTo wicked way IsA choice way IsA path heavy SimilarTo big heavy SimilarTo harsh heavy SimilarTo hefty traffic IsA communication heavy SimilarTo weighty heavy IsA character high SimilarTo soprano high SimilarTo utmost heavy SimilarTo thick[EOC]","[SOR][SYSTEM] No , but we ’ Ve got a hurry . It will be the rush hour soon . [EOR]","[SOR][SYSTEM] it ’ s only about 600 mm right at the gate. It ’ s 10 that seems to me very fast. Will you just take 4 X 10 mile, then pil, please? [EOR]"
"[SOC][USER] The traffic is not very heavy on this high way , is it ? So I ’ m sure we ’ ll make it . [triples]traffic IsA collection high IsA degree make IsA software heavy SimilarTo steep high SimilarTo upper heavy IsA actor way IsA journey heavy SimilarTo oppressive way IsA course high SimilarTo broad high SimilarTo soaring high SimilarTo higher way FormOf away heavy SimilarTo massive high SimilarTo overlooking way IsA condition high SimilarTo postgraduate high SimilarTo steep traffic IsA commerce way IsA distance high SimilarTo advanced high SimilarTo alto way IsA category high SimilarTo pinched way IsA share heavy SimilarTo wicked way IsA choice way IsA path heavy SimilarTo big heavy SimilarTo harsh heavy SimilarTo hefty traffic IsA communication heavy SimilarTo weighty heavy IsA character high SimilarTo soprano high SimilarTo utmost heavy SimilarTo thick[SYSTEM] No , but we ’ Ve got a hurry . It will be the rush hour soon . [triples]rush Causes rush hour IsA distance hurry IsA urgency ve FormOf have rush IsA run rush IsA flow[USER] Don ’ t worry . There ’ s plenty of time yet . [triples]don IsA title time IsA case time IsA resource worry Causes worry time IsA mystery time IsA experience time IsA measurement time IsA moment time IsA constant time IsA money time IsA single time IsA musical don IsA gentleman time IsA magazine don IsA head[EOC]","[SOR][SYSTEM] But it ’ s Friday today . This road is always jam packed during the weekend , isn ’ t it ? [EOR]","[SOR][SYSTEM] 5:30 -hopefully we ’ ll be out there soon, [EOR]"
"[SOC][USER]Hello ! I'm sorry to bother you . This is a complimentary fruit tray . Your food will be ready soon . [triples]food IsA solid ready SimilarTo prepared fruit HasA seeds fruit IsA rarely fruit HasA water food IsA not food IsA grocery ready SimilarTo ripe fruit HasA vitamins food IsA content fruit HasA sugar ready SimilarTo prompt food IsA good ready IsA readiness food IsA fuel ready SimilarTo available fruit Causes fruit fruit IsA also ready SimilarTo willing[SYSTEM] Wow ! It's a fruit sculpture ! Your chef is a real artist ! [triples]artist IsA creator artist IsA worker fruit HasA seeds fruit Causes fruit fruit HasA vitamins chef IsA cook chef IsA software fruit IsA rarely fruit HasA sugar fruit HasA water artist IsA person fruit IsA also sculpture IsA art[USER] Actually , uh , I made it myself ... [triples]actually IsA album[EOC]",[SOR][SYSTEM] You did ? Wow ! Where did you learn ... [EOR],[SOR][SYSTEM] What's that? It's made by a real artist? [EOR]
"[SOC][USER]How can we develop a new brand image with no direction whatsoever ? [triples]new SimilarTo revolutionary brand IsA mountain image IsA document develop Causes grow image IsA representation develop IsA magazine image IsA impression new SimilarTo rising new SimilarTo unused brand IsA city new SimilarTo recent new SimilarTo late develop Causes develop brand IsA kind new SimilarTo young image SimilarTo picture direction IsA message direction IsA inclination new SimilarTo other new SimilarTo virgin new SimilarTo sunrise new IsA adjective new SimilarTo refreshing new SimilarTo fresh direction IsA position direction IsA path[SYSTEM] With the fifty forwards he sent out today , maybe we'll inadvertently get inspired . [triples]inspired SimilarTo glorious today IsA newspaper today IsA christmas today IsA present forwards FormOf forward today IsA day inspired FormOf inspire[USER] I guess this is a good excuse to surf the Net on someone else's dime . [triples]net IsA fabric excuse IsA defense guess IsA estimate excuse IsA explanation excuse IsA note surf IsA wave net IsA goal dime IsA silver guess IsA opinion net IsA trap net SimilarTo clear dime IsA coin[EOC]",[SOR][SYSTEM] Who'd have thought Bean would be this kind of e-mail fanatic ? [EOR],[SOR][SYSTEM] Will you take along your chart for me now? [EOR]
"[SOC][USER]Okay , so we're agreed on 900 . [triples]agreed FormOf agree 900 SimilarTo 180 okay FormOf ok 900 SimilarTo 360 okay SimilarTo go[SYSTEM] I'm happy with that price . [triples]price IsA cost happy SimilarTo willing happy SimilarTo prosperous price IsA reward price IsA worth happy SimilarTo blessed price IsA value happy SimilarTo laughing happy SimilarTo bright[USER] Let's shake on it . [triples]let IsA lease shake IsA woodwork let IsA serve[EOC]","[SOR][SYSTEM] Okay , let's shake on it . [EOR]",[SOR][SYSTEM] OK. That's all. Now phone me. [EOR]
"[SOC][USER]May I help you ? [triples]help IsA book[SYSTEM] Give me a Big Mac , a small order of French fries and a medium Coke . [triples]small IsA size small SimilarTo little coke IsA fuel coke IsA beverage order IsA rule order IsA state coke IsA cocaine order IsA request order IsA denomination coke IsA soda fries FormOf fry mac SimilarTo p order IsA organization small SimilarTo fine order IsA command order IsA magnitude[USER] You'll need to wait a few minutes for the fries . They are still in the fryer . [triples]fries FormOf fry need IsA condition minutes FormOf minute fryer IsA chicken[EOC]",[SOR][SYSTEM] That's fine . [EOR],"[SOR][SYSTEM] Of course you want to. How about the chips? But wait a minute, the fries are fried whole and in my restaurant! [EOR]"
[SOC][USER] You'll need to wait a few minutes for the fries . They are still in the fryer . [triples]fries FormOf fry need IsA condition minutes FormOf minute fryer IsA chicken[SYSTEM] That's fine . [triples]fine SimilarTo precise fine SimilarTo pure fine SimilarTo close fine SimilarTo elegant fine SimilarTo small fine IsA penalty fine SimilarTo thin[USER] Your total comes to $ 7 . [triples]comes FormOf come total IsA magazine total SimilarTo complete[EOC],[SOR][SYSTEM] Here's a twenty . Could you give me some more napkins ? [EOR],"[SOR][SYSTEM] Have a good meal, my friend. [EOR]"
[SOC][USER] Your total comes to $ 7 . [triples]comes FormOf come total IsA magazine total SimilarTo complete[SYSTEM] Here's a twenty . Could you give me some more napkins ? [triples]napkins FormOf napkin[USER] Sure . Your cash back is $ 13 . And we'll bring out your fries in two minutes . [triples]sure SimilarTo careful sure SimilarTo steady sure SimilarTo true cash IsA currency cash IsA money fries FormOf fry cash IsA payment sure IsA deodorant sure SimilarTo secure cash SimilarTo money[EOC],[SOR][SYSTEM] Thanks . [EOR],[SOR][SYSTEM] Four twenty. How much is it? Didn't you got a ticket last time? [EOR]
"[SOC][USER]Let me tell you some more . The interest is settled on the 20th of the last month in each quarter , It's paid quarterly . Of course it also needs to be settled if you cancel the account . [triples]account IsA relationship quarterly IsA series quarter IsA state quarter IsA person account IsA importance month IsA date account IsA statement account IsA profit quarter IsA silver account HasA dollars quarter IsA orientation account IsA norm quarter IsA part quarter IsA coin[SYSTEM] Miao Ping , in your opinion , should we go for the Type A or Type B Account ? [triples]account IsA relationship ping IsA sound type IsA kind opinion IsA belief account IsA importance type IsA character account IsA statement opinion IsA judgment account IsA profit account HasA dollars type IsA block type IsA symbol account IsA norm opinion IsA message[USER] Well , the Type B Account is very restricted . If your aim is to use the account the same way as your use your Settlement Account , I would recommend the Type A Account for you . [triples]account IsA relationship settlement IsA agreement aim IsA goal type IsA kind account IsA importance type IsA character account IsA statement account IsA profit account HasA dollars restricted FormOf restrict restricted SimilarTo closed type IsA block type IsA symbol account IsA norm restricted SimilarTo classified aim IsA steering[EOC]",[SOR][SYSTEM] Thanks for your time . I'll go and discuss everything with my partner and I'll be back later . [EOR],[SOR][SYSTEM] I agree. How about a two day free week? [EOR]
"[SOC][USER]Excuse me , could you give me change for a dollar ? [triples]change IsA action dollar IsA coin change IsA happening excuse IsA defense change IsA money change IsA thing change IsA relation excuse IsA explanation excuse IsA note dollar IsA symbol dollar IsA currency change IsA cash dollar IsA money change IsA clothing dollar IsA bill change HasA cost change Causes change change IsA coin[SYSTEM] I'll see what I have . What do you need it for ? [triples]need IsA condition ll FormOf will[USER] I want to get cigarettes . [triples]cigarettes FormOf cigarette[EOC]","[SOR][SYSTEM] You can use quarters , dimes and nickels . [EOR]","[SOR][SYSTEM] That takes three cigarettes a day, east of Chicago. You don't even need one. [EOR]"
[SOC][USER]Hi . I ’ m here to catch flight 513 to New York . [triples]flight IsA creativity flight IsA flock catch IsA drawback york IsA city catch IsA touch catch IsA game york IsA dynasty york IsA royalty flight IsA trip catch IsA round catch IsA adult catch IsA object[SYSTEM] May I see your ticket please ? [triples]nan[USER] Here you are . Do you need to see my passport ? [triples]need IsA condition[EOC],[SOR][SYSTEM] Any form of picture I . D . will do . [EOR],[SOR][SYSTEM] No. You can turn it over later. [EOR]
[SOC][USER] Here you are . Do you need to see my passport ? [triples]need IsA condition[SYSTEM] Any form of picture I . D . will do . [triples]picture IsA situation form IsA ability form IsA manner form IsA structure form IsA document form IsA word form IsA appearance form IsA mold picture IsA representation picture IsA illustration picture SimilarTo image[USER] Mmmm ... a photo I . D . I have my New Jersey driver ’ s license . Is that ok ? [triples]ok FormOf okay license IsA permission photo IsA graphic driver IsA operator jersey IsA shirt jersey SimilarTo knit driver IsA worker ok IsA magazine license IsA liberty driver IsA person jersey IsA knit license IsA authorization jersey IsA country license FormOf licence driver IsA golfer jersey IsA state driver IsA wood photo IsA photograph[EOC],[SOR][SYSTEM] That will do . What an interesting picture ! How old is it ? [EOR],[SOR][SYSTEM] Nothing is going to take off for you. [EOR]
"[SOC][USER] Mmmm ... a photo I . D . I have my New Jersey driver ’ s license . Is that ok ? [triples]ok FormOf okay license IsA permission photo IsA graphic driver IsA operator jersey IsA shirt jersey SimilarTo knit driver IsA worker ok IsA magazine license IsA liberty driver IsA person jersey IsA knit license IsA authorization jersey IsA country license FormOf licence driver IsA golfer jersey IsA state driver IsA wood photo IsA photograph[SYSTEM] That will do . What an interesting picture ! How old is it ? [triples]picture IsA situation interesting SimilarTo fascinating interesting FormOf interest interesting SimilarTo entertaining old SimilarTo familiar picture IsA representation old SimilarTo elderly old SimilarTo sunset old SimilarTo ancient picture SimilarTo image old SimilarTo antique picture IsA illustration old IsA past old SimilarTo early[USER] Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ? [triples]head HasA teeth head IsA object taken FormOf take head IsA top beard IsA person recognize SimilarTo acknowledge head IsA anatomy head IsA leader head IsA pressure head IsA foam shaved FormOf shave head HasA brain head IsA company head IsA structure taken SimilarTo affected head IsA point beard IsA hair head IsA individual head IsA toilet head IsA word[EOC]",[SOR][SYSTEM] Barely . Will you be checking any luggage today ? [EOR],[SOR][SYSTEM] I ’ m sure you do. I can ’ t miss it. [EOR]
"[SOC][USER] Actually it wad taken just last year , but I had a shaved head and a beard . Can you still recognize me ? [triples]head HasA teeth head IsA object taken FormOf take head IsA top beard IsA person recognize SimilarTo acknowledge head IsA anatomy head IsA leader head IsA pressure head IsA foam shaved FormOf shave head HasA brain head IsA company head IsA structure taken SimilarTo affected head IsA point beard IsA hair head IsA individual head IsA toilet head IsA word[SYSTEM] Barely . Will you be checking any luggage today ? [triples]luggage IsA things today IsA newspaper today IsA christmas today IsA present today IsA day checking IsA evaluating barely SimilarTo hardly checking FormOf check[USER] Yes , One suitcase . I also have a carry-on bag . [triples]bag IsA baggage bag Causes travel yes SimilarTo nod bag SimilarTo sack carry IsA transportation yes IsA affirmative suitcase IsA baggage suitcase IsA box[EOC]","[SOR][SYSTEM] Ok . Mr . Lee , you ’ re all set . Your flight leaves from gate 10 . Boarding begins at 10:30 [EOR]",[SOR][SYSTEM] Can you tell me which one you are? [EOR]
[SOC][USER]Which university did you graduate from ? [triples]university IsA body graduate IsA person university IsA institution did FormOf do university IsA organization university IsA school graduate IsA film graduate IsA album university IsA academy graduate IsA graduate university HasA classrooms graduate Causes graduate university IsA place university IsA establishment[SYSTEM] I graduated from Peking University . [triples]university IsA body university IsA institution university IsA organization university IsA school university IsA academy university HasA classrooms peking IsA ship graduated FormOf graduate university IsA place university IsA establishment[USER] What was your major at university ? [triples]university IsA body major SimilarTo better university IsA institution university IsA organization university IsA school major SimilarTo senior major IsA discipline university IsA academy major IsA student university HasA classrooms university IsA place university IsA establishment major SimilarTo starring[EOC],"[SOR][SYSTEM] I studied economics , I am especially interested in the economic development of China . [EOR]",[SOR][SYSTEM] I majored in trade management. [EOR]
